RobTop — модуль «Найти предмет»: пул описаний
Всего: 10000 | easy:49 medium:982 hard:4000 impossible:4969
Формат: СЛОЖНОСТЬ | EN  ||  RU  ||  LV  ||  DE
HARD        | Find something thin, fluffy and sparkly  ||  Найди что-нибудь тонкое, пушистое и сверкающее  ||  Atrodi kaut ko plānu, pūkainu un mirdzošu  ||  Finde etwas Duennes, Flauschiges und Funkelndes
HARD        | Find something pointy, sparkly and warm  ||  Найди что-нибудь острое, сверкающее и тёплое  ||  Atrodi kaut ko asu, mirdzošu un siltu  ||  Finde etwas Spitzes, Funkelndes und Warmes
HARD        | Find something silver, oval and soft  ||  Найди что-нибудь серебряное, овальное и мягкое  ||  Atrodi kaut ko sudrabainu, ovālu un mīkstu  ||  Finde etwas Silbernes, Ovales und Weiches
HARD        | Find something green, thin and cold  ||  Найди что-нибудь зелёное, тонкое и холодное  ||  Atrodi kaut ko zaļu, plānu un aukstu  ||  Finde etwas Gruenes, Duennes und Kaltes
HARD        | Find something tiny, dry and heavy  ||  Найди что-нибудь крошечное, сухое и тяжёлое  ||  Atrodi kaut ko sīku, sausu un smagu  ||  Finde etwas Winziges, Trockenes und Schweres
HARD        | Find something light blue, dry and cold  ||  Найди что-нибудь голубое, сухое и холодное  ||  Atrodi kaut ko gaišzilu, sausu un aukstu  ||  Finde etwas Hellblaues, Trockenes und Kaltes
HARD        | Find something black, wet and shiny  ||  Найди что-нибудь чёрное, мокрое и блестящее  ||  Atrodi kaut ko melnu, slapju un spīdīgu  ||  Finde etwas Schwarzes, Nasses und Glaenzendes
HARD        | Find something orange, wide and transparent  ||  Найди что-нибудь оранжевое, широкое и прозрачное  ||  Atrodi kaut ko oranžu, platu un caurspīdīgu  ||  Finde etwas Oranges, Breites und Durchsichtiges
HARD        | Find something red, soft and shiny  ||  Найди что-нибудь красное, мягкое и блестящее  ||  Atrodi kaut ko sarkanu, mīkstu un spīdīgu  ||  Finde etwas Rotes, Weiches und Glaenzendes
HARD        | Find something long, wide and rough  ||  Найди что-нибудь длинное, широкое и шершавое  ||  Atrodi kaut ko garu, platu un raupju  ||  Finde etwas Langes, Breites und Raues
HARD        | Find something flat, shiny and cold  ||  Найди что-нибудь плоское, блестящее и холодное  ||  Atrodi kaut ko plakanu, spīdīgu un aukstu  ||  Finde etwas Flaches, Glaenzendes und Kaltes
HARD        | Find something golden, huge and warm  ||  Найди что-нибудь золотое, огромное и тёплое  ||  Atrodi kaut ko zeltainu, milzīgu un siltu  ||  Finde etwas Goldenes, Riesiges und Warmes
HARD        | Find something blue, big and cold  ||  Найди что-нибудь синее, большое и холодное  ||  Atrodi kaut ko zilu, lielu un aukstu  ||  Finde etwas Blaues, Grosses und Kaltes
HARD        | Find something hard, shiny and light  ||  Найди что-нибудь твёрдое, блестящее и лёгкое  ||  Atrodi kaut ko cietu, spīdīgu un vieglu  ||  Finde etwas Hartes, Glaenzendes und Leichtes
HARD        | Find something pointy, transparent and warm  ||  Найди что-нибудь острое, прозрачное и тёплое  ||  Atrodi kaut ko asu, caurspīdīgu un siltu  ||  Finde etwas Spitzes, Durchsichtiges und Warmes
HARD        | Find something round, huge and heavy  ||  Найди что-нибудь круглое, огромное и тяжёлое  ||  Atrodi kaut ko apaļu, milzīgu un smagu  ||  Finde etwas Rundes, Riesiges und Schweres
HARD        | Find something thick, rough and warm  ||  Найди что-нибудь толстое, шершавое и тёплое  ||  Atrodi kaut ko biezu, raupju un siltu  ||  Finde etwas Dickes, Raues und Warmes
HARD        | Find something silver, narrow and rough  ||  Найди что-нибудь серебряное, узкое и шершавое  ||  Atrodi kaut ko sudrabainu, šauru un raupju  ||  Finde etwas Silbernes, Schmales und Raues
HARD        | Find something brown, smooth and cold  ||  Найди что-нибудь коричневое, гладкое и холодное  ||  Atrodi kaut ko brūnu, gludu un aukstu  ||  Finde etwas Braunes, Glattes und Kaltes
HARD        | Find something red, oval and hard  ||  Найди что-нибудь красное, овальное и твёрдое  ||  Atrodi kaut ko sarkanu, ovālu un cietu  ||  Finde etwas Rotes, Ovales und Hartes
HARD        | Find something light blue, pointy and huge  ||  Найди что-нибудь голубое, острое и огромное  ||  Atrodi kaut ko gaišzilu, asu un milzīgu  ||  Finde etwas Hellblaues, Spitzes und Riesiges
HARD        | Find something green, long and light  ||  Найди что-нибудь зелёное, длинное и лёгкое  ||  Atrodi kaut ko zaļu, garu un vieglu  ||  Finde etwas Gruenes, Langes und Leichtes
HARD        | Find something short, tiny and soft  ||  Найди что-нибудь короткое, крошечное и мягкое  ||  Atrodi kaut ko īsu, sīku un mīkstu  ||  Finde etwas Kurzes, Winziges und Weiches
HARD        | Find something black, short and big  ||  Найди что-нибудь чёрное, короткое и большое  ||  Atrodi kaut ko melnu, īsu un lielu  ||  Finde etwas Schwarzes, Kurzes und Grosses
HARD        | Find something oval, narrow and transparent  ||  Найди что-нибудь овальное, узкое и прозрачное  ||  Atrodi kaut ko ovālu, šauru un caurspīdīgu  ||  Finde etwas Ovales, Schmales und Durchsichtiges
HARD        | Find something short, tiny and sticky  ||  Найди что-нибудь короткое, крошечное и липкое  ||  Atrodi kaut ko īsu, sīku un lipīgu  ||  Finde etwas Kurzes, Winziges und Klebriges
HARD        | Find something thin, huge and light  ||  Найди что-нибудь тонкое, огромное и лёгкое  ||  Atrodi kaut ko plānu, milzīgu un vieglu  ||  Finde etwas Duennes, Riesiges und Leichtes
HARD        | Find something wide, sticky and heavy  ||  Найди что-нибудь широкое, липкое и тяжёлое  ||  Atrodi kaut ko platu, lipīgu un smagu  ||  Finde etwas Breites, Klebriges und Schweres
HARD        | Find something fluffy, light and spotted  ||  Найди что-нибудь пушистое, лёгкое и пятнистое  ||  Atrodi kaut ko pūkainu, vieglu un raibu  ||  Finde etwas Flauschiges, Leichtes und Gepunktetes
HARD        | Find something silver, curved and matte  ||  Найди что-нибудь серебряное, изогнутое и матовое  ||  Atrodi kaut ko sudrabainu, izliektu un matētu  ||  Finde etwas Silbernes, Gebogenes und Mattes
HARD        | Find something long, big and soft  ||  Найди что-нибудь длинное, большое и мягкое  ||  Atrodi kaut ko garu, lielu un mīkstu  ||  Finde etwas Langes, Grosses und Weiches
HARD        | Find something light blue, oval and sparkly  ||  Найди что-нибудь голубое, овальное и сверкающее  ||  Atrodi kaut ko gaišzilu, ovālu un mirdzošu  ||  Finde etwas Hellblaues, Ovales und Funkelndes
HARD        | Find something pointy, huge and spotted  ||  Найди что-нибудь острое, огромное и пятнистое  ||  Atrodi kaut ko asu, milzīgu un raibu  ||  Finde etwas Spitzes, Riesiges und Gepunktetes
HARD        | Find something black, hard and shiny  ||  Найди что-нибудь чёрное, твёрдое и блестящее  ||  Atrodi kaut ko melnu, cietu un spīdīgu  ||  Finde etwas Schwarzes, Hartes und Glaenzendes
HARD        | Find something orange, short and warm  ||  Найди что-нибудь оранжевое, короткое и тёплое  ||  Atrodi kaut ko oranžu, īsu un siltu  ||  Finde etwas Oranges, Kurzes und Warmes
HARD        | Find something light blue, fluffy and spotted  ||  Найди что-нибудь голубое, пушистое и пятнистое  ||  Atrodi kaut ko gaišzilu, pūkainu un raibu  ||  Finde etwas Hellblaues, Flauschiges und Gepunktetes
HARD        | Find something yellow, long and shiny  ||  Найди что-нибудь жёлтое, длинное и блестящее  ||  Atrodi kaut ko dzeltenu, garu un spīdīgu  ||  Finde etwas Gelbes, Langes und Glaenzendes
HARD        | Find something narrow, smooth and matte  ||  Найди что-нибудь узкое, гладкое и матовое  ||  Atrodi kaut ko šauru, gludu un matētu  ||  Finde etwas Schmales, Glattes und Mattes
HARD        | Find something white, cold and spotted  ||  Найди что-нибудь белое, холодное и пятнистое  ||  Atrodi kaut ko baltu, aukstu un raibu  ||  Finde etwas Weisses, Kaltes und Gepunktetes
HARD        | Find something golden, flat and dry  ||  Найди что-нибудь золотое, плоское и сухое  ||  Atrodi kaut ko zeltainu, plakanu un sausu  ||  Finde etwas Goldenes, Flaches und Trockenes
HARD        | Find something black, short and small  ||  Найди что-нибудь чёрное, короткое и маленькое  ||  Atrodi kaut ko melnu, īsu un mazu  ||  Finde etwas Schwarzes, Kurzes und Kleines
HARD        | Find something green, tiny and dry  ||  Найди что-нибудь зелёное, крошечное и сухое  ||  Atrodi kaut ko zaļu, sīku un sausu  ||  Finde etwas Gruenes, Winziges und Trockenes
HARD        | Find something purple, thin and small  ||  Найди что-нибудь фиолетовое, тонкое и маленькое  ||  Atrodi kaut ko violetu, plānu un mazu  ||  Finde etwas Lila, Duennes und Kleines
HARD        | Find something round, small and light  ||  Найди что-нибудь круглое, маленькое и лёгкое  ||  Atrodi kaut ko apaļu, mazu un vieglu  ||  Finde etwas Rundes, Kleines und Leichtes
HARD        | Find something white, sticky and striped  ||  Найди что-нибудь белое, липкое и полосатое  ||  Atrodi kaut ko baltu, lipīgu un svītrainu  ||  Finde etwas Weisses, Klebriges und Gestreiftes
HARD        | Find something golden, long and cold  ||  Найди что-нибудь золотое, длинное и холодное  ||  Atrodi kaut ko zeltainu, garu un aukstu  ||  Finde etwas Goldenes, Langes und Kaltes
HARD        | Find something grey, big and sparkly  ||  Найди что-нибудь серое, большое и сверкающее  ||  Atrodi kaut ko pelēku, lielu un mirdzošu  ||  Finde etwas Graues, Grosses und Funkelndes
HARD        | Find something wet, heavy and spotted  ||  Найди что-нибудь мокрое, тяжёлое и пятнистое  ||  Atrodi kaut ko slapju, smagu un raibu  ||  Finde etwas Nasses, Schweres und Gepunktetes
HARD        | Find something small, fluffy and striped  ||  Найди что-нибудь маленькое, пушистое и полосатое  ||  Atrodi kaut ko mazu, pūkainu un svītrainu  ||  Finde etwas Kleines, Flauschiges und Gestreiftes
HARD        | Find something white, long and dry  ||  Найди что-нибудь белое, длинное и сухое  ||  Atrodi kaut ko baltu, garu un sausu  ||  Finde etwas Weisses, Langes und Trockenes
HARD        | Find something pointy, fluffy and cold  ||  Найди что-нибудь острое, пушистое и холодное  ||  Atrodi kaut ko asu, pūkainu un aukstu  ||  Finde etwas Spitzes, Flauschiges und Kaltes
